student_id,UG_institute_tier,UG_branch,UG_percentage,Year_of_passing,GATE_paper,GATE_score,GATE_rank,Category,Work_exp_years,program_id,university_name,dept_specialization,previous_cutoff_gen,previous_cutoff_obc,previous_cutoff_sc,previous_cutoff_st,min_UG_required,university_tier,location_state,difference_from_cutoff,admitted_flag
S0036,Tier-II,CSE,78.9,2021,CSE,27.92,802,General,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,-0.78,0
S0036,Tier-II,CSE,78.9,2021,CSE,27.92,802,General,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-1.6,1
S0037,Tier-I,ECE,72.15,2023,ECE,31.94,523,General,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,6.57,1
S0037,Tier-I,ECE,72.15,2023,ECE,31.94,523,General,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,11.24,1
S0037,Tier-I,ECE,72.15,2023,ECE,31.94,523,General,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,9.56,1
S0037,Tier-I,ECE,72.15,2023,ECE,31.94,523,General,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,2.82,1
S0037,Tier-I,ECE,72.15,2023,ECE,31.94,523,General,1,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,1.16,0
S0038,Tier-III,ECE,75.22,2022,ECE,22.44,985,General,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,-1.7,0
S0038,Tier-III,ECE,75.22,2022,ECE,22.44,985,General,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-8.34,0
S0038,Tier-III,ECE,75.22,2022,ECE,22.44,985,General,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-10.31,0
S0038,Tier-III,ECE,75.22,2022,ECE,22.44,985,General,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,-3.95,0
S0039,Tier-III,EE,80.55,2023,EE,32.7,496,EWS,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,6.31,1
S0039,Tier-III,EE,80.55,2023,EE,32.7,496,EWS,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,4.0,1
S0039,Tier-III,EE,80.55,2023,EE,32.7,496,EWS,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,5.24,1
S0039,Tier-III,EE,80.55,2023,EE,32.7,496,EWS,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,3.58,1
S0039,Tier-III,EE,80.55,2023,EE,32.7,496,EWS,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-2.15,0
S0040,Tier-II,CE,81.81,2022,CE,40.0,185,ST,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,12.25,1
S0040,Tier-II,CE,81.81,2022,CE,40.0,185,ST,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,24.3,1
S0040,Tier-II,CE,81.81,2022,CE,40.0,185,ST,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,16.3,1
S0041,Tier-III,ECE,72.66,2022,ECE,23.92,940,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-4.78,0
S0041,Tier-III,ECE,72.66,2022,ECE,23.92,940,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,-0.22,1
S0041,Tier-III,ECE,72.66,2022,ECE,23.92,940,General,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-5.91,0
S0041,Tier-III,ECE,72.66,2022,ECE,23.92,940,General,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,-2.67,0
S0042,Tier-III,ECE,77.93,2022,ECE,30.07,603,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-0.92,1
S0042,Tier-III,ECE,77.93,2022,ECE,30.07,603,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,5.93,1
S0042,Tier-III,ECE,77.93,2022,ECE,30.07,603,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-0.71,0
S0042,Tier-III,ECE,77.93,2022,ECE,30.07,603,General,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,1.37,1
S0042,Tier-III,ECE,77.93,2022,ECE,30.07,603,General,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-2.68,0
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,1.7,1
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-2.16,0
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,3.99,1
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,8.55,1
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,2.86,1
S0043,Tier-III,ECE,85.26,2023,ECE,30.69,594,OBC,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,3.99,1
S0044,Tier-II,EE,86.19,2021,EE,33.86,502,General,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,9.72,1
S0044,Tier-II,EE,86.19,2021,EE,33.86,502,General,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,1.11,1
S0044,Tier-II,EE,86.19,2021,EE,33.86,502,General,2,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-0.99,1
S0045,Tier-III,CSE,81.75,2021,CSE,23.71,932,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-4.86,0
S0045,Tier-III,CSE,81.75,2021,CSE,23.71,932,General,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-3.18,0
S0045,Tier-III,CSE,81.75,2021,CSE,23.71,932,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,1.44,1
S0045,Tier-III,CSE,81.75,2021,CSE,23.71,932,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-7.28,0
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,2.46,1
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,5.39,1
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,3.28,1
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,7.84,1
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,0.99,1
S0046,Tier-II,EE,86.88,2021,EE,29.98,616,OBC,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,5.59,1
S0047,Tier-II,CSE,77.93,2021,CSE,28.95,697,ST,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-0.9,0
S0047,Tier-II,CSE,77.93,2021,CSE,28.95,697,ST,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,7.36,1
S0047,Tier-II,CSE,77.93,2021,CSE,28.95,697,ST,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,5.38,1
S0047,Tier-II,CSE,77.93,2021,CSE,28.95,697,ST,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.86,1
S0047,Tier-II,CSE,77.93,2021,CSE,28.95,697,ST,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,2.96,1
S0048,Tier-II,EE,76.66,2023,EE,31.57,557,OBC,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,11.19,1
S0048,Tier-II,EE,76.66,2023,EE,31.57,557,OBC,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,5.0,1
S0048,Tier-II,EE,76.66,2023,EE,31.57,557,OBC,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,7.18,1
S0049,Tier-I,EE,77.26,2022,EE,31.7,566,SC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,13.43,1
S0049,Tier-I,EE,77.26,2022,EE,31.7,566,SC,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,7.0,1
S0049,Tier-I,EE,77.26,2022,EE,31.7,566,SC,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,9.11,1
S0049,Tier-I,EE,77.26,2022,EE,31.7,566,SC,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,6.18,1
S0049,Tier-I,EE,77.26,2022,EE,31.7,566,SC,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,10.33,1
S0050,Tier-III,ECE,80.02,2023,ECE,28.25,749,General,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,1.86,1
S0050,Tier-III,ECE,80.02,2023,ECE,28.25,749,General,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-0.84,0
S0050,Tier-III,ECE,80.02,2023,ECE,28.25,749,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-0.45,0
S0050,Tier-III,ECE,80.02,2023,ECE,28.25,749,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-2.74,0
S0050,Tier-III,ECE,80.02,2023,ECE,28.25,749,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,2.88,1
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-1.87,0
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,-0.35,1
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-3.55,0
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-9.83,0
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,2.64,1
S0051,Tier-II,CE,72.3,2022,CE,25.02,881,EWS,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-5.97,0
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-5.55,0
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,4.74,1
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-1.45,0
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-3.68,0
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,-2.02,0
S0052,Tier-III,ECE,72.44,2021,ECE,25.44,852,EWS,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.06,1
S0053,Tier-III,CSE,84.58,2021,CSE,26.32,849,OBC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,6.05,1
S0053,Tier-III,CSE,84.58,2021,CSE,26.32,849,OBC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,5.94,1
S0053,Tier-III,CSE,84.58,2021,CSE,26.32,849,OBC,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-2.67,0
S0054,Tier-III,ME,72.7,2023,ME,28.77,692,SC,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,5.88,1
S0054,Tier-III,ME,72.7,2023,ME,28.77,692,SC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,4.2,1
S0054,Tier-III,ME,72.7,2023,ME,28.77,692,SC,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,1.99,0
S0054,Tier-III,ME,72.7,2023,ME,28.77,692,SC,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,2.94,1
S0054,Tier-III,ME,72.7,2023,ME,28.77,692,SC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,10.5,1
S0055,Tier-II,CSE,71.11,2022,CSE,34.95,378,SC,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,7.96,1
S0055,Tier-II,CSE,71.11,2022,CSE,34.95,378,SC,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,10.38,1
S0055,Tier-II,CSE,71.11,2022,CSE,34.95,378,SC,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,16.57,1
S0055,Tier-II,CSE,71.11,2022,CSE,34.95,378,SC,2,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,14.81,1
S0055,Tier-II,CSE,71.11,2022,CSE,34.95,378,SC,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,12.06,1
S0056,Tier-II,ME,71.85,2022,ME,22.08,1027,General,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-4.81,0
S0056,Tier-II,ME,71.85,2022,ME,22.08,1027,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,-3.29,0
S0056,Tier-II,ME,71.85,2022,ME,22.08,1027,General,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,-4.31,0
S0057,Tier-II,ECE,80.51,2022,ECE,24.36,920,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-4.21,0
S0057,Tier-II,ECE,80.51,2022,ECE,24.36,920,General,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,3.66,1
S0057,Tier-II,ECE,80.51,2022,ECE,24.36,920,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,1.98,0
S0057,Tier-II,ECE,80.51,2022,ECE,24.36,920,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-4.34,1
S0057,Tier-II,ECE,80.51,2022,ECE,24.36,920,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-6.42,0
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-2.54,0
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-7.87,0
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-4.01,0
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,4.6,1
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-2.11,0
S0058,Tier-III,EE,83.43,2022,EE,24.98,948,OBC,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-5.77,0
S0059,Tier-II,CE,81.94,2022,CE,20.82,1117,ST,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-1.07,1
S0059,Tier-II,CE,81.94,2022,CE,20.82,1117,ST,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-2.75,0
S0059,Tier-II,CE,81.94,2022,CE,20.82,1117,ST,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.44,1
S0059,Tier-II,CE,81.94,2022,CE,20.82,1117,ST,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-4.01,0
S0060,Tier-III,EE,81.09,2021,EE,40.0,144,OBC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,19.73,1
S0060,Tier-III,EE,81.09,2021,EE,40.0,144,OBC,1,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,13.43,1
S0060,Tier-III,EE,81.09,2021,EE,40.0,144,OBC,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,12.88,1
S0060,Tier-III,EE,81.09,2021,EE,40.0,144,OBC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,17.86,1
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-7.49,0
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-3.42,0
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-1.21,0
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-3.63,0
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-2.47,0
S0061,Tier-I,CE,74.66,2022,CE,27.36,817,General,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,1.99,1
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-3.17,0
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,-1.51,0
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-2.75,0
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-8.9,0
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-5.04,0
S0062,Tier-II,CE,78.41,2021,CE,25.95,833,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-2.62,0
S0063,Tier-II,ME,75.09,2021,ME,28.41,703,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,8.14,1
S0063,Tier-II,ME,75.09,2021,ME,28.41,703,OBC,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,1.29,1
S0063,Tier-II,ME,75.09,2021,ME,28.41,703,OBC,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,6.27,1
S0063,Tier-II,ME,75.09,2021,ME,28.41,703,OBC,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,1.71,1
S0064,Tier-II,CSE,78.9,2023,CSE,28.7,712,ST,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,4.58,1
S0064,Tier-II,CSE,78.9,2023,CSE,28.7,712,ST,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,3.87,1
S0064,Tier-II,CSE,78.9,2023,CSE,28.7,712,ST,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,9.56,1
S0065,Tier-II,CSE,72.64,2023,CSE,26.33,879,SC,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,1.63,1
S0065,Tier-II,CSE,72.64,2023,CSE,26.33,879,SC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,7.95,1
S0065,Tier-II,CSE,72.64,2023,CSE,26.33,879,SC,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-0.66,0
S0065,Tier-II,CSE,72.64,2023,CSE,26.33,879,SC,1,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,1.63,1
S0065,Tier-II,CSE,72.64,2023,CSE,26.33,879,SC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,8.06,1
S0066,Tier-II,EE,74.75,2022,EE,31.88,509,OBC,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,11.61,1
S0066,Tier-II,EE,74.75,2022,EE,31.88,509,OBC,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,4.76,1
S0066,Tier-II,EE,74.75,2022,EE,31.88,509,OBC,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.79,1
S0067,Tier-I,ME,85.26,2023,ME,27.24,832,OBC,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-5.61,0
S0067,Tier-I,ME,85.26,2023,ME,27.24,832,OBC,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,8.54,1
S0067,Tier-I,ME,85.26,2023,ME,27.24,832,OBC,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,2.85,1
S0067,Tier-I,ME,85.26,2023,ME,27.24,832,OBC,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,2.65,1
S0068,Tier-II,EE,92.33,2022,EE,37.22,293,OBC,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,10.52,1
S0068,Tier-II,EE,92.33,2022,EE,37.22,293,OBC,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,8.23,1
S0068,Tier-II,EE,92.33,2022,EE,37.22,293,OBC,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,10.1,1
S0068,Tier-II,EE,92.33,2022,EE,37.22,293,OBC,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,9.7,1
S0069,Tier-II,ECE,77.36,2022,ECE,25.57,839,SC,1,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-5.28,0
S0069,Tier-II,ECE,77.36,2022,ECE,25.57,839,SC,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,0.87,1
S0069,Tier-II,ECE,77.36,2022,ECE,25.57,839,SC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,5.43,1
S0070,Tier-II,ME,73.24,2023,ME,27.43,817,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-1.66,0
S0070,Tier-II,ME,73.24,2023,ME,27.43,817,General,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-1.14,0
S0070,Tier-II,ME,73.24,2023,ME,27.43,817,General,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,2.06,0
S0070,Tier-II,ME,73.24,2023,ME,27.43,817,General,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,0.54,1
S0071,Tier-III,ECE,73.37,2023,ECE,36.31,341,General,1,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,7.61,1
S0071,Tier-III,ECE,73.37,2023,ECE,36.31,341,General,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,14.04,1
S0071,Tier-III,ECE,73.37,2023,ECE,36.31,341,General,1,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,9.72,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,3.59,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,3.04,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,5.27,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,5.57,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,9.78,1
S0072,Tier-I,ECE,77.31,2023,ECE,32.16,587,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,3.46,1
